lemma	pos	count
制する	VERB	8
制定	VERB	8
制裁	NOUN	8
前例	NOUN	8
前触れ	NOUN	8
剥く	VERB	8
力持ち	NOUN	8
功績	NOUN	8
勇者	NOUN	8
動議	NOUN	8
募る	VERB	8
募金	NOUN	8
化する	VERB	8
千里	PROPN	8
半ば	NOUN	8
半袖	NOUN	8
協調	NOUN	8
協議	VERB	8
危篤	NOUN	8
原本	NOUN	8
厳守	VERB	8
反省	VERB	8
取得	VERB	8
取扱	NOUN	8
受け	NOUN	8
口ぶり	NOUN	8
口元	NOUN	8
古く	NOUN	8
古す	VERB	8
叫び	NOUN	8
名人	NOUN	8
向こう	ADV	8
否	PART	8
咳払い	NOUN	8
喘息	NOUN	8
噴火	NOUN	8
囚	NOUN	8
四六	NUM	8
四十	NUM	8
図々しい	ADJ	8
国産	NOUN	8
地価	NOUN	8
坊	NOUN	8
埠頭	NOUN	8
基地	NOUN	8
堅苦しい	ADJ	8
堤防	NOUN	8
報いる	VERB	8
場違い	NOUN	8
塞ぐ	VERB	8
境	NOUN	8
墓参り	NOUN	8
墜落	VERB	8
売却	VERB	8
変る	VERB	8
変動	NOUN	8
夕べ	ADV	8
夕方	ADV	8
外車	NOUN	8
夜更け	NOUN	8
大	ADJ	8
大抵	NOUN	8
大英	PROPN	8
大西	PROPN	8
大通り	NOUN	8
天下	NOUN	8
天体	NOUN	8
太鼓	NOUN	8
奏者	NOUN	8
奮う	VERB	8
好ましい	ADJ	8
好み	ADJ	8
好天	NOUN	8
妨げ	NOUN	8
子	PROPN	8
字幕	NOUN	8
学部	NOUN	8
安	NOUN	8
安定	ADJ	8
完了	NOUN	8
完売	VERB	8
定住	VERB	8
実数	NOUN	8
実現	NOUN	8
客観	NOUN	8
容貌	NOUN	8
審査	NOUN	8
対立	NOUN	8
射殺	VERB	8
小柄	ADJ	8
小言	NOUN	8
就ける	VERB	8
居眠り	VERB	8
山羊	NOUN	8
崇高	ADJ	8
平静	NOUN	8
年月日	NOUN	8
広	NOUN	8
度々	ADV	8
廃墟	NOUN	8
建造	VERB	8
引き分け	NOUN	8
弱まる	VERB	8
弱虫	NOUN	8
張り	NOUN	8
強化	NOUN	8
強奪	VERB	8
強引	ADJ	8
強硬	ADJ	8
強要	VERB	8
形成	NOUN	8
彫像	NOUN	8
往々	ADV	8
後退	VERB	8
従兄弟	NOUN	8
微笑む	NOUN	8
応援	NOUN	8
怖れる	VERB	8
恋愛	VERB	8
恐縮	NOUN	8
息切れ	VERB	8
悪友	NOUN	8
悪臭	NOUN	8
悪運	NOUN	8
想う	VERB	8
意地悪	NOUN	8
感嘆	NOUN	8
懐っこい	ADJ	8
懸念	VERB	8
戦場	NOUN	8
戸惑う	VERB	8
所	SCONJ	8
所属	NOUN	8
手	VERB	8
手触り	NOUN	8
手配	NOUN	8
打てる	VERB	8
承諾	NOUN	8
技能	NOUN	8
投獄	VERB	8
押し	NOUN	8
押し入れ	NOUN	8
拳	NOUN	8
持参	VERB	8
指定	NOUN	8
指摘	NOUN	8
捻挫	VERB	8
掃く	VERB	8
接続	NOUN	8
換算	VERB	8
摂取	NOUN	8
撮れる	VERB	8
支障	NOUN	8
放出	VERB	8
故人	NOUN	8
救出	VERB	8
救援	NOUN	8
救済	NOUN	8
敷地	NOUN	8
文脈	NOUN	8
斎藤	PROPN	8
斜め	ADJ	8
新潟	PROPN	8
新築	NOUN	8
方形	NOUN	8
於く	VERB	8
日にち	NOUN	8
日光	PROPN	8
早期	NOUN	8
旬	ADJ	8
春樹	PROPN	8
昼間	ADV	8
昼飯	NOUN	8
時期	ADV	8
晩ごはん	NOUN	8
晩年	NOUN	8
晴雨	NOUN	8
暖まる	VERB	8
暗号	NOUN	8
暴君	NOUN	8
暴落	NOUN	8
書留	NOUN	8
月食	NOUN	8
有給	NOUN	8
朗報	NOUN	8
木立	NOUN	8
未払い	NOUN	8
束ねる	VERB	8
条項	NOUN	8
来春	ADV	8
東大	PROPN	8
東部	NOUN	8
栄える	VERB	8
核心	NOUN	8
根源	NOUN	8
格差	NOUN	8
棟	NOUN	8
楽	NOUN	8
楽々	ADV	8
楽しい	VERB	8
構築	VERB	8
欠かす	VERB	8
次元	NOUN	8
欧米	NOUN	8
欲する	ADJ	8
欺く	VERB	8
歓呼	VERB	8
武道	NOUN	8
段ボール	NOUN	8
母乳	NOUN	8
毎回	ADV	8
民間	NOUN	8
気まずい	ADJ	8
気力	NOUN	8
気性	NOUN	8
気球	NOUN	8
水族	NOUN	8
氷山	NOUN	8
求人	NOUN	8
決着	NOUN	8
決議	NOUN	8
泡	NOUN	8
洗い物	NOUN	8
洗車	VERB	8
洞穴	NOUN	8
海面	NOUN	8
浸す	VERB	8
浸る	VERB	8
消化	VERB	8
深まる	VERB	8
混ざる	VERB	8
渇き	NOUN	8
減量	NOUN	8
満面	NOUN	8
溺死	VERB	8
滅びる	VERB	8
漱石	PROPN	8
潰す	VERB	8
澄ます	VERB	8
濃厚	ADJ	8
灰皿	NOUN	8
炭酸	NOUN	8
点検	VERB	8
無言	NOUN	8
熊	PROPN	8
熱湯	NOUN	8
爆破	VERB	8
爆笑	VERB	8
爽やか	ADJ	8
物思い	NOUN	8
物腰	NOUN	8
物騒	ADJ	8
特定	VERB	8
特性	NOUN	8
猟師	NOUN	8
獣	NOUN	8
王室	NOUN	8
理髪	NOUN	8
生け花	NOUN	8
生まれつき	NOUN	8
生死	NOUN	8
申告	VERB	8
病む	VERB	8
病状	NOUN	8
痛感	VERB	8
発散	VERB	8
発生	NOUN	8
目上	NOUN	8
直入	NOUN	8
直行	VERB	8
相続	NOUN	8
真っ先	ADJ	8
真理	PROPN	8
睨む	VERB	8
瞬く	VERB	8
短所	NOUN	8
短気	ADJ	8
矯正	NOUN	8
砕く	VERB	8
砦	NOUN	8
破産	NOUN	8
確率	NOUN	8
社内	NOUN	8
禁酒	NOUN	8
空き缶	NOUN	8
突入	VERB	8
竜	NOUN	8
笑える	VERB	8
筆跡	NOUN	8
箱根	PROPN	8
篠山	PROPN	8
粗い	ADJ	8
粗野	ADJ	8
糖分	NOUN	8
紀元	NOUN	8
紛れる	VERB	8
終了	NOUN	8
終身	NOUN	8
統合	NOUN	8
絶品	NOUN	8
絶好	ADJ	8
綱	NOUN	8
線路	NOUN	8
緩い	ADJ	8
縁起	NOUN	8
織る	VERB	8
罪人	NOUN	8
置ける	VERB	8
美女	NOUN	8
美的	ADJ	8
翌朝	NOUN	8
老いる	VERB	8
考案	VERB	8
耕す	VERB	8
聖堂	NOUN	8
肌寒い	ADJ	8
胃袋	NOUN	8
脚本	NOUN	8
腐敗	NOUN	8
腹痛	NOUN	8
膨大	ADJ	8
自暴	NOUN	8
自棄	NOUN	8
自覚	VERB	8
良質	NOUN	8
色づく	VERB	8
色違い	NOUN	8
芋	NOUN	8
芽生える	VERB	8
苦悩	NOUN	8
草花	NOUN	8
葉っぱ	NOUN	8
葉巻	NOUN	8
虐待	VERB	8
虚しい	ADJ	8
虚偽	NOUN	8
蝙蝠	NOUN	8
血管	NOUN	8
行進	NOUN	8
表示	NOUN	8
装飾	NOUN	8
補給	NOUN	8
観測	VERB	8
言い訳	VERB	8
言行	NOUN	8
記	NOUN	8
記述	VERB	8
訳せる	VERB	8
話し言葉	NOUN	8
誘い	NOUN	8
調べ	NOUN	8
調整	NOUN	8
請う	VERB	8
論点	NOUN	8
譲り	NOUN	8
貯える	VERB	8
貯蓄	NOUN	8
貰える	VERB	8
貴	NOUN	8
買収	VERB	8
買物	NOUN	8
賜る	VERB	8
賜物	NOUN	8
賞味	NOUN	8
赤々	ADV	8
赦す	VERB	8
起動	VERB	8
転倒	NOUN	8
転倒	VERB	8
転職	NOUN	8
近々	ADV	8
近視	NOUN	8
返済	NOUN	8
迷惑	VERB	8
迷路	NOUN	8
退学	VERB	8
退治	VERB	8
送信	NOUN	8
逆境	NOUN	8
通り	ADV	8
速やか	ADJ	8
連れ	NOUN	8
進展	NOUN	8
遅れ	VERB	8
遊び	VERB	8
運行	VERB	8
過剰	NOUN	8
道化	NOUN	8
遣わす	VERB	8
部分	ADV	8
都合	VERB	8
酢	NOUN	8
重宝	VERB	8
重税	NOUN	8
野党	NOUN	8
量る	VERB	8
金星	PROPN	8
金欠	NOUN	8
鉛	NOUN	8
鉢	NOUN	8
錠剤	NOUN	8
録音	VERB	8
鑑賞	NOUN	8
長い	NOUN	8
長女	NOUN	8
長靴	NOUN	8
開拓	NOUN	8
開拓	VERB	8
開放	VERB	8
開設	VERB	8
防止	VERB	8
限定	NOUN	8
限定	VERB	8
陸上	NOUN	8
雄弁	NOUN	8
離陸	NOUN	8
雨季	NOUN	8
雨宿り	NOUN	8
零	NUM	8
電波	NOUN	8
露	NOUN	8
露骨	ADJ	8
非凡	ADJ	8
面影	NOUN	8
革新	NOUN	8
鞘	NOUN	8
頃	ADV	8
頑丈	ADJ	8
領域	NOUN	8
頼れる	VERB	8
題名	NOUN	8
飛行	VERB	8
食べる	NOUN	8
飲ます	VERB	8
飼育	VERB	8
驚嘆	VERB	8
骨折	NOUN	8
高慢	ADJ	8
高橋	PROPN	8
黄金	NOUN	8
黒	ADJ	8
鼻血	NOUN	8
119	NUM	7
1977	NUM	7
1987	NUM	7
1989	NUM	7
1997	NUM	7
200万	NUM	7
3	NOUN	7
800	NUM	7
?	SYM	7
I	NOUN	7
l	NOUN	7
“	PUNCT	7
ああ	ADJ	7
あいつ	PROPN	7
あからさま	ADJ	7
あきあき	VERB	7
あったかい	ADJ	7
あと	SCONJ	7
ある	ADP	7
あわてる	ADV	7
いいえ	CCONJ	7
いいえ	PART	7
いかれる	VERB	7
いがむ	VERB	7
いだく	VERB	7
いな	ADV	7
いなか	NOUN	7
いまさら	ADV	7
いや	AUX	7
いやしい	ADJ	7
うわべ	NOUN	7
おえる	VERB	7
おしまい	NOUN	7
おしゃれ	ADJ	7
おなら	NOUN	7
おもしろい	VERB	7
おれる	VERB	7
お供	NOUN	7
お喋り	NOUN	7
お年玉	NOUN	7
お手上げ	NOUN	7
か	CCONJ	7
か	SCONJ	7
かかと	NOUN	7
かくれんぼ	NOUN	7
かざす	VERB	7
かしこ	PRON	7
かつぐ	VERB	7
かぼちゃ	NOUN	7
かまえる	VERB	7
かれこれ	ADV	7
かれる	VERB	7
かわく	VERB	7
かわるがわる	VERB	7
か国	NOUN	7
きく	ADJ	7
きそう	AUX	7
くださる	VERB	7
くる	ADJ	7
くれぐれ	ADV	7
ぐるっ	ADV	7
けが	VERB	7
こっ	VERB	7
このかた	NOUN	7
こんど	NOUN	7
ごとし	NOUN	7
さ	AUX	7
さかさま	NOUN	7
さける	VERB	7
さげる	VERB	7
ささい	AUX	7
さぞ	ADV	7
さぞかし	ADV	7
さばく	VERB	7
さまよう	VERB	7
さらさら	ADV	7
しおれる	VERB	7
しかめる	VERB	7
しきり	ADV	7
しつける	VERB	7
しとやか	ADJ	7
しのぎ	NOUN	7
しのぐ	VERB	7
しまい	VERB	7
しみじみ	ADV	7
しんどい	ADJ	7
じみる	AUX	7
じゃんけん	NOUN	7
すがる	VERB	7
すき	NOUN	7
すね	NOUN	7
すむ	ADJ	7
すむ	AUX	7
する	ADJ	7
せく	VERB	7
そこそこ	ADV	7
そそぐ	VERB	7
そそる	VERB	7
そっけない	ADJ	7
そのまま	DET	7
そむける	VERB	7
そよ風	NOUN	7
ぞ	NOUN	7
た	NOUN	7
たくましい	ADJ	7
たくる	VERB	7
ため	ADV	7
たらふく	ADV	7
たり	ADV	7
たれる	VERB	7
たー	AUX	7
だに	AUX	7
だらしない	AUX	7
つう	VERB	7
つきもの	NOUN	7
つく	ADV	7
つねる	VERB	7
つまる	ADJ	7
づけ	NOUN	7
て	NOUN	7
とくに	ADV	7
とどめる	VERB	7
とばす	VERB	7
とも	PART	7
どうぞ	VERB	7
なん	PART	7
にじむ	VERB	7
にんにく	NOUN	7
ぬ	ADV	7
ぬぐう	VERB	7
ねじ	NOUN	7
のみ	PART	7
のり	NOUN	7
はしっぽ	NOUN	7
はたして	ADV	7
はっと	ADV	7
はやい	ADV	7
はらはら	VERB	7
はれる	VERB	7
ばっか	PART	7
ばらす	VERB	7
ひいき	VERB	7
ひしぐ	VERB	7
ひとまず	ADV	7
ひとりひとり	NOUN	7
ひなぎく	ADJ	7
ひろう	VERB	7
ふり	PART	7
ふわふわ	ADJ	7
ぶつぶつ	VERB	7
へま	NOUN	7
ほうる	VERB	7
ほおばる	VERB	7
ほてる	VERB	7
ほのか	ADJ	7
まあまあ	ADJ	7
またがる	VERB	7
まとまる	VERB	7
まるっきり	ADV	7
まんまと	NOUN	7
みかん	NOUN	7
みがく	VERB	7
むこう	ADJ	7
めいめい	ADJ	7
めく	VERB	7
めげる	VERB	7
めちゃくちゃ	ADJ	7
めでたい	AUX	7
ものごと	NOUN	7
やあ	ADV	7
やばい	ADV	7
やましい	ADJ	7
やりくり	NOUN	7
ゆとり	NOUN	7
ようこそ	ADV	7
よぎる	VERB	7
よくよく	ADV	7
よる	ADP	7
よろこぶ	VERB	7
よろしく	VERB	7
よー	PART	7
わが社	PRON	7
わずらう	VERB	7
わるい	ADJ	7
アキラ	PROPN	7
アクセサリー	NOUN	7
アリ	PROPN	7
アルジェ	PROPN	7
アンナ	PROPN	7
イタリアン	NOUN	7
インパクト	NOUN	7
インフラ	NOUN	7
イースター	NOUN	7
ウィルソン	PROPN	7
ウィンドウ	NOUN	7
ウェンディ	PROPN	7
ウチ	NOUN	7
エッフェル	PROPN	7
エドワード	PROPN	7
オリジナル	NOUN	7
オーダー	NOUN	7
カクテル	NOUN	7
カナリア	PROPN	7
カプセル	NOUN	7
カボチャ	NOUN	7
カーブ	NOUN	7
カーブ	VERB	7
カ所	NOUN	7
ガタガタ	ADJ	7
ガチョウ	NOUN	7
ガリレオ	PROPN	7
キャラクター	NOUN	7
キリ	NOUN	7
キロメートル	NOUN	7
クソ	NOUN	7
クリケット	NOUN	7
クロアチア	PROPN	7
ケイ	PROPN	7
ケネディ	PROPN	7
ケンカ	VERB	7
コツコツ	ADV	7
コンドーム	NOUN	7
コーパス	NOUN	7
コーン	NOUN	7
サウンド	NOUN	7
サックス	NOUN	7
サミー	PROPN	7
サーモン	NOUN	7
シミ	NOUN	7
シャイ	ADJ	7
シャワー	VERB	7
ジェリー	PROPN	7
ジュディー	PROPN	7
スタート	VERB	7
スフィンクス	PROPN	7
スペアキー	NOUN	7
スムーズ	ADJ	7
セミナー	NOUN	7
セーフ	NOUN	7
セールスマン	PROPN	7
ソビエト	PROPN	7
ソファー	PROPN	7
ソフトウエア	NOUN	7
ソーダ	NOUN	7
タイタニック	PROPN	7
タイトル	NOUN	7
タコ	NOUN	7
タンス	NOUN	7
ダイビング	NOUN	7
ダッシュ	VERB	7
チェーン	NOUN	7
チラッ	ADV	7
テンション	NOUN	7
デスク	NOUN	7
データベース	NOUN	7
デーツ	NOUN	7
トラクター	NOUN	7
トロフィー	NOUN	7
ドキュメント	NOUN	7
ドライ	ADJ	7
ドラッグストア	NOUN	7
ドングリ	NOUN	7
ナイル	PROPN	7
ニンニク	NOUN	7
ノルウェー	PROPN	7
ハエ	PROPN	7
ハチミツ	NOUN	7
ハラハラ	VERB	7
ハンガー	NOUN	7
ハンター	NOUN	7
バター	PROPN	7
バック	VERB	7
バッター	NOUN	7
バプテスマ	NOUN	7
バルコニー	NOUN	7
バーゲン	NOUN	7
バーベキュー	NOUN	7
パス	NOUN	7
パンパン	NOUN	7
ヒゲ	NOUN	7
ヒトラー	PROPN	7
ヒリヒリ	VERB	7
ヒロイン	NOUN	7
ピアス	NOUN	7
ピンチ	NOUN	7
ピーマン	PROPN	7
フィレンツェ	PROPN	7
フォルダ	NOUN	7
フォント	NOUN	7
フライ	NOUN	7
フリー	NOUN	7
フル	ADJ	7
フレンド	NOUN	7
フレーズ	NOUN	7
ブック	NOUN	7
ブローチ	NOUN	7
プレイ	VERB	7
プレゼン	NOUN	7
プレー	NOUN	7
ヘア	NOUN	7
ヘアスタイル	NOUN	7
ベテラン	NOUN	7
ベニス	PROPN	7
ペットボトル	NOUN	7
ペルシャ	PROPN	7
ホーキング	PROPN	7
ボーイング	NOUN	7
ポーター	PROPN	7
マイアミ	PROPN	7
マクドナルド	PROPN	7
マック	NOUN	7
マット	NOUN	7
ママ	PROPN	7
マヨネーズ	NOUN	7
マルコ	PROPN	7
マーテイン	PROPN	7
ミシン	NOUN	7
ミラー	PROPN	7
ムカムカ	VERB	7
ムズ	ADJ	7
ムダ	NOUN	7
メタル	NOUN	7
ヤバい	ADJ	7
ライオンズ	NOUN	7
ラップ	NOUN	7
リック	PROPN	7
リムジン	NOUN	7
ルイ	PROPN	7
ルックス	NOUN	7
ロッカー	NOUN	7
ロブスター	PROPN	7
ロード	NOUN	7
ロール	NOUN	7
ワクワク	VERB	7
ワーク	NOUN	7
ヴァイオリン	NOUN	7
ー	NOUN	7
一応	ADV	7
一息	NOUN	7
一掃	VERB	7
一族	NOUN	7
一筆	NOUN	7
丁重	ADJ	7
万が一	NUM	7
上の空	NOUN	7
下位	NOUN	7
下宿	VERB	7
下流	NOUN	7
下車	VERB	7
不可	NOUN	7
不法	NOUN	7
中流	NOUN	7
中絶	NOUN	7
丸める	VERB	7
主任	NOUN	7
主催	NOUN	7
主語	NOUN	7
亡命	NOUN	7
京子	PROPN	7
人差し	NOUN	7
人殺し	NOUN	7
人目	NOUN	7
今本	NOUN	7
仕業	NOUN	7
仕返し	VERB	7
他界	VERB	7
付け	NOUN	7
代える	VERB	7
代償	NOUN	7
休息	VERB	7
会見	VERB	7
低下	NOUN	7
体内	NOUN	7
何処	NOUN	7
侍	NOUN	7
保持	VERB	7
保育	NOUN	7
倹約	VERB	7
停まる	VERB	7
偶数	NOUN	7
催眠	NOUN	7
億	NOUN	7
償い	NOUN	7
優柔	ADJ	7
元素	NOUN	7
兆し	NOUN	7
先方	NOUN	7
党員	NOUN	7
入れ	NOUN	7
八百屋	NOUN	7
内密	ADJ	7
内科	NOUN	7
再生	NOUN	7
冷凍	VERB	7
凍結	VERB	7
出れる	VERB	7
出血	VERB	7
分子	NOUN	7
分裂	VERB	7
切り	NOUN	7
切り傷	NOUN	7
別物	NOUN	7
利子	NOUN	7
到来	NOUN	7
制御	VERB	7
刺激	VERB	7
前列	NOUN	7
前半	NOUN	7
前提	NOUN	7
剥がれる	VERB	7
剥奪	VERB	7
創立	NOUN	7
力学	NOUN	7
力説	VERB	7
劣等	NOUN	7
勧め	NOUN	7
包装	NOUN	7
北方	NOUN	7
十中	NOUN	7
千葉	PROPN	7
南北	NOUN	7
南向き	NOUN	7
原作	NOUN	7
原料	NOUN	7
原発	NOUN	7
厳守	NOUN	7
参列	VERB	7
又	ADV	7
双生	NOUN	7
反省	NOUN	7
反論	VERB	7
反面	NOUN	7
収賄	NOUN	7
取り柄	NOUN	7
取り返し	NOUN	7
受信	VERB	7
受動	NOUN	7
口内	NOUN	7
口外	VERB	7
口説く	VERB	7
口頭	NOUN	7
古びる	VERB	7
古城	NOUN	7
古着	NOUN	7
句点	NOUN	7
史上	NOUN	7
各種	NOUN	7
合	NOUN	7
合唱	NOUN	7
合計	VERB	7
同一	NOUN	7
同伴	VERB	7
同感	NOUN	7
同窓	NOUN	7
名乗る	VERB	7
名門	NOUN	7
向く	NOUN	7
君臨	VERB	7
呟く	VERB	7
呼べる	VERB	7
唾	NOUN	7
問い合わせ	NOUN	7
善	ADJ	7
喫煙	VERB	7
囁く	VERB	7
回答	VERB	7
回路	NOUN	7
団地	NOUN	7
固定	NOUN	7
固有	NOUN	7
地雷	NOUN	7
執行	NOUN	7
塩辛い	ADJ	7
壊滅	NOUN	7
声	VERB	7
夕刊	NOUN	7
多	NOUN	7
多少	ADJ	7
多忙	ADJ	7
多量	NOUN	7
大嫌い	NOUN	7
大差	NOUN	7
天狗	NOUN	7
失踪	NOUN	7
奇数	NOUN	7
奔放	ADJ	7
奥の手	NOUN	7
好き嫌い	NOUN	7
好く	ADJ	7
姪っ子	NOUN	7
学長	NOUN	7
宅配	NOUN	7
守備	NOUN	7
安心	ADJ	7
安心	NOUN	7
安静	ADJ	7
完璧	NOUN	7
定数	NOUN	7
実感	VERB	7
実演	VERB	7
宴	NOUN	7
宴会	NOUN	7
家主	NOUN	7
家出	VERB	7
家柄	NOUN	7
家路	NOUN	7
容体	NOUN	7
容量	NOUN	7
寒波	NOUN	7
寛容	ADJ	7
寝坊	NOUN	7
寝言	NOUN	7
審美	NOUN	7
対抗	NOUN	7
対話	NOUN	7
専心	VERB	7
小声	NOUN	7
小指	NOUN	7
小枝	NOUN	7
小脇	PROPN	7
小腹	NOUN	7
尺度	NOUN	7
局面	NOUN	7
展	NOUN	7
山道	NOUN	7
島国	NOUN	7
工具	NOUN	7
左腕	NOUN	7
巧妙	ADJ	7
巨乳	NOUN	7
市街	NOUN	7
干し草	NOUN	7
平然	ADJ	7
平野	NOUN	7
年	ADV	7
年下	ADJ	7
年輩	NOUN	7
幼稚	ADJ	7
幾ら	ADV	7
幾何	NOUN	7
庁	NOUN	7
広間	NOUN	7
店舗	NOUN	7
庶民	NOUN	7
引き	NOUN	7
強い	NOUN	7
強固	ADJ	7
弾む	VERB	7
当る	VERB	7
当分	ADV	7
形勢	NOUN	7
待ち合わせ	NOUN	7
待遇	NOUN	7
後世	NOUN	7
御座る	VERB	7
復帰	VERB	7
復旧	NOUN	7
復活	NOUN	7
心境	NOUN	7
心底	ADV	7
応接	NOUN	7
応用	VERB	7
思ふ	VERB	7
急行	VERB	7
性別	NOUN	7
性欲	NOUN	7
恐い	VERB	7
恥ず	VERB	7
恩義	NOUN	7
悪化	NOUN	7
悪質	ADJ	7
悪霊	NOUN	7
情け	NOUN	7
想定	VERB	7
意図	VERB	7
愛	PROPN	7
愛せる	VERB	7
愛人	NOUN	7
愛好	NOUN	7
愛用	VERB	7
慕う	VERB	7
憂鬱	NOUN	7
懐	NOUN	7
懲りる	VERB	7
戦士	NOUN	7
戦時	NOUN	7
手のひら	NOUN	7
手の内	NOUN	7
手前	NOUN	7
手当たり	VERB	7
手書き	NOUN	7
手頃	ADJ	7
手首	NOUN	7
批評	VERB	7
技	NOUN	7
抑圧	VERB	7
折り合い	NOUN	7
抜本	NOUN	7
持ち帰り	NOUN	7
持ち込み	NOUN	7
指先	NOUN	7
指図	VERB	7
指揮	VERB	7
指標	NOUN	7
捕獲	VERB	7
掌握	VERB	7
接近	NOUN	7
推す	VERB	7
推定	VERB	7
揺れ	NOUN	7
損傷	NOUN	7
搾る	VERB	7
撤廃	VERB	7
撮影	VERB	7
擁護	NOUN	7
散らばる	VERB	7
散会	VERB	7
数十	NUM	7
数多く	ADV	7
敵対	NOUN	7
文庫	NOUN	7
文明	PROPN	7
方位	NOUN	7
方面	NOUN	7
施行	VERB	7
旅立つ	VERB	7
日なた	NOUN	7
日増し	NOUN	7
日照り	NOUN	7
日米	NOUN	7
旨	NOUN	7
早く	ADJ	7
早まる	VERB	7
明瞭	ADJ	7
昨	NOUN	7
是非	NOUN	7
昼夜	NOUN	7
時々	NOUN	7
時点	NOUN	7
暇潰し	NOUN	7
暗殺	NOUN	7
暗殺	VERB	7
暴走	NOUN	7
書き込み	NOUN	7
書道	NOUN	7
替える	NOUN	7
最短	NOUN	7
有数	ADJ	7
有難い	ADJ	7
有難う	ADJ	7
望む	NOUN	7
朝鮮	PROPN	7
未知	ADJ	7
本性	NOUN	7
本日	ADV	7
束	NOUN	7
林檎	PROPN	7
果汁	NOUN	7
枠	NOUN	7
染みる	VERB	7
格別	ADJ	7
格好	ADJ	7
案の定	NOUN	7
森	PROPN	7
槍	NOUN	7
標的	NOUN	7
模範	NOUN	7
正々	ADV	7
正直	PROPN	7
正門	NOUN	7
歯並び	NOUN	7
歳月	NOUN	7
死因	NOUN	7
残す	NOUN	7
残り物	NOUN	7
段々	ADV	7
母さま	NOUN	7
母様	NOUN	7
毛糸	NOUN	7
気合	NOUN	7
水ぶくれ	NOUN	7
水泡	NOUN	7
水浸し	NOUN	7
水牛	NOUN	7
水質	NOUN	7
沸かす	VERB	7
油断	NOUN	7
活	NOUN	7
活躍	NOUN	7
流動	NOUN	7
海軍	NOUN	7
淑女	NOUN	7
混じる	VERB	7
渋滞	VERB	7
温室	NOUN	7
満腹	NOUN	7
漁夫	NOUN	7
漁船	NOUN	7
漢	NOUN	7
激痛	NOUN	7
灯台	NOUN	7
灯油	NOUN	7
無効	ADJ	7
無害	ADJ	7
無用	ADJ	7
無礼	NOUN	7
無線	NOUN	7
無謀	ADJ	7
焼肉	NOUN	7
熟睡	VERB	7
熟練	NOUN	7
熟考	VERB	7
熱い	VERB	7
父様	NOUN	7
片思い	NOUN	7
物乞い	NOUN	7
特急	NOUN	7
特質	NOUN	7
狂人	NOUN	7
独学	NOUN	7
猫	PROPN	7
獲る	VERB	7
班	NOUN	7
理事	NOUN	7
瓜二つ	NOUN	7
生きがい	NOUN	7
生ける	VERB	7
生け捕り	NOUN	7
生まれる	ADV	7
生姜	NOUN	7
生存	VERB	7
産科	NOUN	7
田んぼ	NOUN	7
異性	NOUN	7
病床	NOUN	7
病弱	ADJ	7
発射	VERB	7
白紙	NOUN	7
皇太子	NOUN	7
皮肉	ADJ	7
盗人	NOUN	7
盗賊	NOUN	7
目つき	NOUN	7
目玉	NOUN	7
目線	NOUN	7
目覚まし	VERB	7
直射	NOUN	7
相応	ADJ	7
相応しい	ADJ	7
省略	VERB	7
眉	NOUN	7
看病	VERB	7
真っ直ぐ	ADV	7
着く	NOUN	7
着替え	NOUN	7
知力	NOUN	7
破く	VERB	7
破綻	VERB	7
碁	NOUN	7
確固	ADJ	7
磁力	NOUN	7
磨き	NOUN	7
神田	PROPN	7
神道	NOUN	7
私事	NOUN	7
科する	VERB	7
程	ADP	7
程	NOUN	7
程遠い	ADJ	7
稼げる	VERB	7
空路	NOUN	7
突如	ADV	7
等分	NOUN	7
粉末	NOUN	7
紙切れ	NOUN	7
細部	NOUN	7
経由	VERB	7
絞める	VERB	7
給う	VERB	7
給ふ	VERB	7
統治	NOUN	7
統治	VERB	7
継承	VERB	7
綴る	VERB	7
総合	NOUN	7
緒	NOUN	7
緩やか	ADJ	7
緩和	NOUN	7
緩和	VERB	7
縦列	NOUN	7
縮小	VERB	7
繁盛	VERB	7
繋ぐ	VERB	7
置き	NOUN	7
翌年	NOUN	7
耐久	NOUN	7
聞かす	VERB	7
肥沃	ADJ	7
肺ガン	NOUN	7
胡椒	NOUN	7
脅迫	NOUN	7
脱走	NOUN	7
腕利き	NOUN	7
腰痛	NOUN	7
膨張	VERB	7
臨む	VERB	7
自活	VERB	7
自画	NOUN	7
致す	VERB	7
舐める	VERB	7
航行	VERB	7
船酔い	VERB	7
色	ADJ	7
色合い	NOUN	7
苛立つ	VERB	7
葬儀	NOUN	7
蒔く	VERB	7
薬剤	NOUN	7
蝶々	PROPN	7
融資	NOUN	7
行き先	NOUN	7
行く手	VERB	7
行なう	VERB	7
行ふ	VERB	7
裏側	NOUN	7
褒美	NOUN	7
西側	NOUN	7
西欧	PROPN	7
見いだす	VERB	7
見える	NOUN	7
見付かる	VERB	7
見付ける	VERB	7
見出し	NOUN	7
見学	NOUN	7
見学	VERB	7
規律	NOUN	7
視界	NOUN	7
観測	NOUN	7
詫び	VERB	7
誇る	VERB	7
誇張	VERB	7
認定	NOUN	7
認識	NOUN	7
語順	NOUN	7
誠意	NOUN	7
誤植	NOUN	7
説教	VERB	7
読み	NOUN	7
読み物	NOUN	7
課程	NOUN	7
課税	NOUN	7
調和	NOUN	7
論争	VERB	7
論議	VERB	7
講ずる	VERB	7
警戒	NOUN	7
貝	NOUN	7
責め	NOUN	7
貴殿	NOUN	7
買う	NOUN	7
赤面	VERB	7
